Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Scarsview Chrysler Ram Dodge Jeep,43.8004684,-79.1895676,Automotive Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Bella's Lechon,43.801291493380624,-79.19837794754201,Filipino Restaurant
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Fortress Technology Inc.,43.80167719599126,-79.19412984131239,Hardware Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Tim Hortons / Esso,43.80186301779314,-79.1992957809335,Coffee Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Staples Morningside,43.80028467632823,-79.19660657644272,Paper / Office Supplies Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Mr. Greek,43.799853406744745,-79.19823358305395,Greek Restaurant
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Subway,43.80176867523648,-79.19669091125314,Sandwich Place
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Harvey's,43.80002047583462,-79.19830662127322,Restaurant
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Afzal Islamic Montessori,43.809612,-79.199794,School
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Mr Jerk,43.801262219554275,-79.19975818333775,African Restaurant
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Quick Lane Tire & Auto Centre,43.801101,-79.189315,Auto Garage
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Swiss Chalet,43.80023597561974,-79.19836642727978,Restaurant
"Malvern, Rouge",43.806686299999996,-79.19435340000001,T Hamilton & Son Roofing Inc,43.807985,-79.198194,Construction & Landscaping
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Seamless Care Pharmacy,43.799988,-79.1957,Pharmacy
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Pharmasave,43.800724,-79.199822,Pharmacy
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Frito Lay,43.803844261894156,-79.1948409549751,Factory
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Mr. Lube + Tires (Mr. Lube),43.802802,-79.194764,Automotive Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Obsidian Mortgage Corporation & Financial Services,43.80109968574985,-79.19413089752196,Bank
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Mario's Barber,43.80131,-79.200646,Salon / Barbershop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Nash Automotive,43.8045,-79.196,Automotive Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,U-Haul Neighborhood Dealer,43.80162346186158,-79.19600894848571,Storage Facility
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Sheppard & Morningside,43.80325045514837,-79.20019046713048,Road
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Gunaam's Super Market,43.80111,-79.198604,Department Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,First Choice Haircutters,43.799770989581745,-79.19797577282293,Salon / Barbershop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Lee Valley,43.803161304831846,-79.19968142252247,Hobby Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Footzone Orthotics / Visual image,43.80135973092631,-79.19816308728889,Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Toronto Revellers Mas Camp,43.799910161279165,-79.19771683750781,Club House
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Fusion Supermarket,43.800527899352915,-79.2000637571665,Supermarket
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Meena's Fine Foods,43.80447575837742,-79.19975280761719,Indian Restaurant
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Snap Fitness,43.8025930921666,-79.19779947651536,Gym
"Malvern, Rouge",43.806686299999996,-79.19435340000001,The Home Depot,43.80159411151327,-79.19606888828757,Hardware Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Charley's Exotic Cuisine,43.80098159718747,-79.20023292303085,Chinese Restaurant
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Island Sunset,43.80081700276706,-79.1986919731859,Caribbean Restaurant
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Milner Family Dental Care,43.80026043277631,-79.1976011427757,Dentist's Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Wood Bison Paddock,43.81173177207037,-79.2007083234753,Zoo Exhibit
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Allied Technical Services,43.80799926036546,-79.1988021573747,Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Métro Waste,43.807536,-79.19502,Train
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Cascades (Metro Waste),43.807494027880885,-79.19507299669937,Building
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Visual Image Optical Centre,43.80111312866211,-79.19812774658203,Optical Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Visual Image,43.80153723119091,-79.19835040138307,Optical Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Woodchuckers,43.80462284884702,-79.19862586261087,Arts & Crafts Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Sheppard Automotive,43.80484761007006,-79.18458267650057,Automotive Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Deep Blue Aquarium,43.805047,-79.199588,Pet Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Chrysler,43.80035630468027,-79.18964624404907,Auto Dealership
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Rogue Valley Mitsubishi,43.800459,-79.191471,Automotive Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Refined Interiors,43.804065,-79.195443,Furniture / Home Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Fix Auto - Morningside Nissan,43.799778,-79.19217,Automotive Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,The Experience,43.80122065712124,-79.19783804136077,Salon / Barbershop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Straits Aqualife Limited,43.809268,-79.199399,Pet Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Hair Ways Studio,43.802023,-79.198157,Cosmetics Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Fix Auto Collision,43.799929,-79.192165,Automotive Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,ACF communications,43.807063,-79.200721,Electronics Store
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Royal Doulton Warehouse Sale,43.801515,-79.195377,Miscellaneous Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Blue Ocean Nails & Spa,43.801053,-79.19902,Nail Salon
"Malvern, Rouge",43.806686299999996,-79.19435340000001,B.K. Sethi,43.802158,-79.198017,Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,ABG,43.805559,-79.195632,Factory
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Extendicare Rouge Valley,43.803974196360905,-79.18938645437935,Medical Center
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Esso,43.80163186992142,-79.19918408226695,Gas Station
"Malvern, Rouge",43.806686299999996,-79.19435340000001,T 1 Trading,43.80854,-79.195511,Factory
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Scarborough Distribution Centre,43.807525584182095,-79.1976892911559,Factory
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Second Cup,43.802164535542744,-79.19611362644378,Coffee Shop
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Tropical Nights,43.800955,-79.200427,Lounge
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Upper Rouge Trail,43.809988,-79.186147,Trail
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Ace Driving School,43.801831,-79.200615,Driving School
"Malvern, Rouge",43.806686299999996,-79.19435340000001,CHHMA,43.806490939230166,-79.20100030505493,Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Dr. J.  Banducci Dentistry,43.80121,-79.200642,Dentist's Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Imminent Concepts,43.804597060757224,-79.19974422693653,Coworking Space
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Morningside Doctors,43.801461,-79.197942,Doctor's Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Tower Litho,43.80966592922419,-79.19901150697899,Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Achieve!  Fitness and Health,43.800038,-79.195323,Gym
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Dr Arla A. Rondilla & Associates Dental Office,43.80276089138169,-79.19916576428497,Dentist's Office
"Malvern, Rouge",43.806686299999996,-79.19435340000001,Urban Textures,43.80160451237483,-79.19844956751768,Professional & Other Places
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,St. Dunstan Of Canterbury Church,43.78411963961499,-79.16481971740723,Church
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Meadowvale Christmas Display,43.788475036621094,-79.16202545166016,General Entertainment
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Royal Canadian Legion,43.78253332838298,-79.16308473261682,Bar
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,SmartStop Self Storage,43.79362673647862,-79.15298044681549,Storage Facility
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Jenny's Nail Studio,43.783962,-79.158833,Nail Salon
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Authentic Performance,43.78346,-79.16931,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Howard Johnson Inns & Suites Scarborough,43.777585727287324,-79.17306571900579,Hotel
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Shape Products Inc.,43.7941408308713,-79.15437098582031,Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Wine Kitz,43.78361229378082,-79.1696047782898,Winery
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,The Golden Chopstick,43.782189,-79.172468,Chinese Restaurant
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Toronto Public Library - Highland Creek Branch,43.79001110925584,-79.17490570718468,Library
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Eveready Auto Service,43.794,-79.1536,Auto Garage
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,98 tanning,43.783862,-79.169597,Tanning Salon
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Estheticure,43.787052,-79.177202,Salon / Barbershop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Handyman Connection,43.78390143556434,-79.17099861131925,Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,St. John's Norway Cemetery & Crematorium,43.78486050975922,-79.14529262552773,Funeral Home
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,North York Women's Centre,43.78846809024106,-79.17508755680053,Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,UTSC - Physics Labs,43.780079,-79.156193,College Lab
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Intensive Care Center,43.79021132623707,-79.17430400848389,Medical Center
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,BOSS Fitness,43.794778408419496,-79.15850558959409,Gym / Fitness Center
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Kingston Road &  Meadowvale,43.78904096827235,-79.16201553673426,Road
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Rouge Valley Veterinary Hospital,43.783660355186726,-79.17380927302905,Pet Service
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Metro Tech,43.792709,-79.155529,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Showcare Auto,43.792345,-79.155036,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Sew Here Sew Now,43.783703,-79.170082,Arts & Crafts Store
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Auto gallery collision,43.78923534387118,-79.16247848901016,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,The Clay emporium,43.78230667114258,-79.17283630371094,Arts & Crafts Store
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Morrish Pharmacy,43.79022529295015,-79.17438219876325,Pharmacy
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Jay's Collision,43.785081,-79.169981,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Rotom Auto,43.784934,-79.16952,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Klassic Dry Cleaners Repairs & Alterations,43.790492946810424,-79.17393032600708,Laundry Service
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Framing  dames,43.78258984329268,-79.16936874389648,Art Gallery
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Tru Value,43.782565220136554,-79.17256367331865,Gas Station
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,John's Tire Sales & Service,43.793949,-79.153703,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,The Right Cut,43.78358873479618,-79.16883834238348,Salon / Barbershop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Emeralds cleaners,43.78366217394184,-79.17382349572763,Laundry Service
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Quality Service 2000,43.793204,-79.153686,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Estheticare Hair Salon and Spa,43.78365,-79.17384,Salon / Barbershop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Rainbow Motors,43.792519,-79.157175,Auto Dealership
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Framing Dames,43.78365876838752,-79.17024850845337,Miscellaneous Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Majestic Muffler,43.79210208344529,-79.15719849431457,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Snappy's Food Mart,43.79026824761087,-79.17370246989348,Miscellaneous Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Envoy Business Services,43.79472363802811,-79.15848269546532,Paper / Office Supplies Store
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Wh13 Basecamp @ The Leigon,43.782788,-79.16373,General Entertainment
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Pan Am Path,43.780182,-79.174515,Trail
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Global Pet Foods (Lawrence ave e),43.772301,-79.16668,Pet Service
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Lucas Automotive,43.79206746190726,-79.15770556294225,Automotive Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,New Image Nail & Spa,43.787201,-79.151619,Nail Salon
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Flerimac Rd,43.77544453529977,-79.1707340912414,Road
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Coffee Time,43.783636436107955,-79.17030424453813,Smoke Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Power Business Services (Home Office),43.78549575805664,-79.15493774414062,Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Morrish Road/Wishaw Road,43.787584,-79.171781,Road
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Yogaville,43.784783,-79.175496,Spiritual Center
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,38Highlandcreek @Scatchell,43.786628,-79.155007,Bus Line
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Soundcloudtown,43.784763,-79.175561,General Entertainment
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Bradley's Paint & Decorating Centre,43.783845,-79.16986,Design Studio
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Betty Boop Way,43.78366381202155,-79.17380968812022,German Restaurant
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,st brendan catholic school,43.78305151898218,-79.1492669266048,College Gym
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,"Fleury, Comery LLP",43.783952,-79.170821,Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Rouge Chiropractic Health Solutions,43.78723698571616,-79.15084337162045,Medical Center
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Johnny Shawarma,43.794779187445975,-79.15853229945257,Middle Eastern Restaurant
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Fireman House,43.79047655896664,-79.15932595971731,Event Space
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Malt & Salt Fish & Chips,43.783655169305355,-79.15084337162045,Fish & Chips Shop
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Remax West,43.7760410324055,-79.16892397738826,Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Uniglobe Grahams Travel,43.783731988115264,-79.16866750268552,General Travel
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Tony Stacey Centre for Veterans Care,43.78385738484975,-79.16473810455003,Assisted Living
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Colonel Danforth Park,43.7775073613354,-79.16430271940706,Playground
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,"Re/Max West Realty Inc., Brokerage",43.78362271521059,-79.16948863260701,Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Highland Dental Centre,43.7900692805834,-79.1739578792857,Dentist's Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,"Gillian Radford, R.M.T.",43.784096,-79.17076,Medical Center
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Mark’s Pizzas,43.783293,-79.169771,Pizza Place
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Foudy Chiropractic,43.78407892143051,-79.1711639359925,Medical Center
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Taste Buddies,43.775771,-79.15021,Chinese Restaurant
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Amby's,43.781584,-79.151517,Assisted Living
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,creative edge development,43.777896881103516,-79.16815185546875,Housing Development
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Costa Cafe`,43.783639957602325,-79.17381152166692,Café
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Fox and Fiddle,43.78908246798306,-79.15445917449385,Bar
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,W Sushi,43.77567,-79.16444,Japanese Restaurant
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Bramber Woods Park,43.78878624475514,-79.16672945022583,Park
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Shamrock Burgers,43.78382252268771,-79.16840631604676,Burger Joint
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,86 Bus Stop,43.77678511707118,-79.17423892226935,Scenic Lookout
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,St Joseph Catholic Church,43.78309942088076,-79.17155076387591,Church
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Knights Inn & Suites,43.77775704382981,-79.17322620362341,Hotel
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,West Hill Salvation Army,43.78555675632752,-79.17096554634995,Non-Profit
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Pine Ridge Dental Centre,43.79410144122779,-79.15304263400206,Dentist's Office
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Unknown Artists (Base Camp),43.784271564286875,-79.17293840263282,Music Venue
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Planet Earth,43.784693,-79.175556,Playground
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Toronto Mahaviharaya (Buddhist Temple),43.778424601973285,-79.17270695234929,Temple
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,UTSC Valley,43.78144703727813,-79.17692807566293,Trail
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Action Honda,43.765321,-79.191852,Automotive Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,U-Haul Moving & Storage at Kingston Rd,43.7562070660306,-79.19909437180013,Storage Facility
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,All In One Hair & Nails,43.762348,-79.183546,Salon / Barbershop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Paradise Shawarma,43.765858,-79.191661,Shawarma Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,KelliAEllis.com,43.76594698390457,-79.18413000125422,Tech Startup
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Sail Sushi,43.765951,-79.191275,Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Appletree Medical Group,43.7693548,-79.1846622,Medical Center
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,RBC Royal Bank,43.76678992471017,-79.19115118872593,Bank
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Krispy Kreme Doughnuts,43.76716855907729,-79.18966030510092,Donut Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Sir Robert L. Borden BTI,43.76294109161357,-79.19020740440588,School
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,H&R Block,43.766988,-79.185862,Financial or Legal Service
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Krispy Kreme Doughnuts,43.767177,-79.18968,Donut Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Morningside Laundry,43.76514352427404,-79.18426036834717,Laundry Service
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Giffen-Mack Funeral Home & Cremation Centre,43.7649048630083,-79.19438367056063,Funeral Home
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Morningside,43.7660692,-79.1849046,Residential Building (Apartment / Condo)
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Swiss Chalet,43.76812209738294,-79.19049329250134,Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,WIND Mobile,43.76703404625588,-79.18986082077026,Electronics Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Omega Optical,43.768212,-79.189818,Optical Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Hair Salon (Joy),43.765065,-79.191317,Salon / Barbershop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Selective Mobile,43.76489,-79.19095,Electronics Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Wong's karate,43.761940002441406,-79.19465637207031,Athletics & Sports
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Money Mart,43.76593383171467,-79.19151306152342,Bank
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Coronation Dr,43.76321117191098,-79.1932817713068,Road
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Big Brother Pizza,43.7627396,-79.1948005,Pizza Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,The Loan Arranger,43.76102256244867,-79.19262613514891,Automotive Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,evil angel tattoo,43.76300811767578,-79.19405364990234,Tattoo Parlor
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Buyer's Choice,43.768056,-79.19012,Thrift / Vintage Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Mobilicity,43.7657356262207,-79.19146728515625,Electronics Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Bus Stop @ Ling,43.7664019360026,-79.18555709658558,Bus Line
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Bus Stop : 54 & 86,43.76757344610084,-79.18975903549654,Bus Line
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,RobertBCairns.com,43.76566545521638,-79.18432993752168,Tech Startup
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Scarborough SDA Church,43.765414460456874,-79.19058353299003,Church
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Enterprise Rent-A-Car,43.7640757,-79.1934057,Rental Car Location
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,National Thrift,43.76799932703117,-79.19024597235247,Thrift / Vintage Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Husky Gas Station,43.76589119286094,-79.18436142358267,Gas Station
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Westhill Plaza,43.768039,-79.189845,Shopping Plaza
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,BSW Beauty Morningside,43.768019,-79.1901,Health & Beauty Service
